uid,car_vin,car_company,car_model,car_model_year,car_color
017b9bae-f789-41b3-9e94-f2faa2cf0c63,1N6BF0KL8FN769871,Ford,Mustang,2000,Maroon
7f5b148b-6b2e-4dd2-b42c-90921ec9c595,1GYFC16209R215736,Cadillac,Fleetwood,1992,Turquoise
0b6f6ec1-cc0f-48a3-82ad-bd7a6535a079,1N6AF0KX9EN441176,Hyundai,Tiburon,1999,Indigo
5cf54542-2952-4f67-a808-5c280ef1910c,WAUBF98E68A987587,Volkswagen,Eurovan,1993,Violet
8d49c584-94fb-49c1-8e27-1231d55c7852,2T1BPRHE0FC374440,Mercedes-Benz,SLS-Class,2012,Fuscia
cd9d4d70-13ef-4dd0-abee-70e113c0bbef,WAUVC58E33A198305,Nissan,Maxima,1998,Pink
375ee301-7adb-4237-8c37-d02222c5abbd,3FAHP0GA2AR350184,Land Rover,Range Rover Evoque,2012,Turquoise
b2a918cc-4727-4085-8202-4bdc134e8330,JHMFA3F27AS666231,Ford,Econoline E250,2000,Khaki
b755a334-a889-4693-b68a-6510ee673013,WUARL48H17K719095,Dodge,Viper,2002,Indigo
8ae2b8f0-64b6-435b-b207-93d2b07cf58f,1GYFK26219R427294,Honda,Civic Si,2006,Yellow
c722c066-c812-4ee8-aec2-106e031d94d3,3D7TP2CTXBG392354,Toyota,T100,1994,Blue
170cefe1-5522-4a1f-bccb-1e85a89fef14,1G6AL5SX3D0338486,Honda,Fit,2009,Blue
9ee1f688-04e0-4e7c-b7e5-db56ab671dbb,YV4952CT8E1424244,GMC,Sonoma Club Coupe,1995,Indigo
3f5632b3-7e3b-4fcc-b3a6-2eda90a76c69,1G6DE5E55C0516785,GMC,Yukon,2007,Yellow
dd268f2f-2f22-4596-8440-daa01e6e48b0,1G6DU57V690549707,GMC,Sonoma,1994,Turquoise
6558d1ea-a8b7-4899-9b67-75c86427cf01,3FAHP0CG4AR382340,Ford,Ranger,1991,Green
ced6b7ee-8c20-4172-86b8-1dd00f6cc9ec,2C3CDXGJ7FH226859,Toyota,RAV4,1999,Indigo
03a23443-3c8e-412c-ba01-35876200cf1c,5N1AA0NC2EN730325,Pontiac,Bonneville,2000,Khaki
42f25138-24dd-48bb-beac-539b7b3e9411,WAUKH98E88A781990,Cadillac,XLR,2008,Goldenrod
cec75d00-a652-4417-9e6f-87d03ab253a1,3N1AB7AP1FY662397,BMW,7 Series,1998,Puce
2ac5183e-a28c-4f93-a639-8d3ec799c0f1,1FTEX1CM1BF120070,Buick,LeSabre,1987,Pink
16ffb5d3-c191-4941-bb72-cabc89dfbd8b,1HGCR6F55FA743329,Scion,xA,2006,Pink
16d32bc4-a9f5-4956-900c-73eb30a67b53,SALAB2D4XBA701951,Honda,Odyssey,2000,Mauv
d622a112-e428-4df1-8481-2ba1b93c76a9,1GYFK33249R831474,Rambler,Classic,1963,Violet
89079a39-9f2b-463b-9514-4b5adbb0849a,1G4PR5SK6C4834380,Hyundai,Sonata,2005,Blue
8e983974-75a7-4ace-b30c-83cb822adceb,WAUGL78E26A163909,Hyundai,Sonata,2000,Crimson
2b998256-6767-4280-a296-c78cd2e7c5d7,WP0CA2A82DK990413,Chevrolet,Sonic,2012,Teal
e457f822-6cbe-4755-b2b7-18a0cc655ab6,WAUUFAFH0BN997197,Dodge,D350 Club,1992,Mauv
c4687a42-3704-4144-95e4-a1643422b9d4,WAUEV94F07N166443,GMC,2500,1993,Yellow
510d1a13-2fc9-453f-9bd7-0ac4019159b9,WBA3N9C53EF668953,Oldsmobile,Bravada,2001,Goldenrod
fc98911e-8daa-4393-a316-f30cc7c86811,WBAVA33597F817824,Ford,E350,2005,Pink
44a6e191-a96c-48f4-a2c3-971cd63d1170,1GYFC23279R649677,Mercedes-Benz,S-Class,1998,Green
d0035622-7a8b-4fba-9f92-c7b8d2f8f42e,2B3CL3CG9BH366098,Alfa Romeo,164,1993,Maroon
75673449-947e-4e8b-8af9-008c23fbb731,WP0CB2A84FK409669,Isuzu,Hombre Space,1997,Khaki
8f443819-5c33-4ec8-a4bb-1a5fb542adff,2LMDJ6JC9AB090162,Plymouth,Grand Voyager,1997,Mauv
d218dc08-56fc-4cc9-bf80-bc6795944c9b,WAUAF98E85A904183,Lincoln,Continental,1984,Green
7bfe0f87-6c56-450d-84eb-695929c18a28,WBA3F9C54DF520225,Mazda,Mazdaspeed 3,2008,Yellow
728eda06-1742-4f75-a327-9df8c5f020b9,WBAFB33401L765565,Porsche,Boxster,1997,Yellow
7be813fe-2c8a-47c7-9d80-6198b175f730,1G6DF8EGXA0846225,GMC,2500 Club Coupe,1995,Purple
d401e2f0-ae79-41e4-98cd-72e3c0b717eb,19UUA56883A664071,GMC,Rally Wagon 3500,1992,Blue
ccb737ad-0b18-42ce-aa63-0227c9fe098e,1G6DA8EY5B0389140,GMC,Yukon XL 2500,2011,Mauv
6c16280b-c36f-448f-9993-67a1917d342e,1FBAX2CM7FK568531,Subaru,Justy,1991,Turquoise
fcbc7187-ee31-42d7-b577-e104896e642a,JTEBU5JR7E5161569,BMW,M3,2005,Indigo
6bdf8c83-151d-421b-8648-c8be479e9982,3C3CFFHH3DT813919,Volkswagen,Eos,2008,Indigo
75e909b0-46b9-4f0a-9579-4d009a326cb1,2G4WF551041740015,Lexus,IS-F,2010,Orange
5c47f6e1-a12d-47f5-a092-e59069c8b9ea,1FTWW3B52AE446994,Nissan,Pathfinder,2001,Orange
8e06c7a1-d7d4-4600-8911-b0f404ba81f0,5N1BA0NC0FN319608,Toyota,4Runner,2002,Turquoise
e69e9051-dc4b-40c9-ad49-65c6b205309d,4T1BF3EKXAU767931,Mazda,626,1996,Orange
005e2eb2-65b1-43f1-9918-a8b99c7ef390,1FTEX1C89AK168988,Oldsmobile,Aurora,1997,Pink
52ddfbc9-7c3d-464e-96e5-fc132becdbfc,1FTKR1AD1AP634512,Nissan,Versa,2011,Maroon
2a9c967b-26cd-4ea6-8469-b5f2919487cf,JH4KB16698C015223,Mitsubishi,GTO,1998,Aquamarine
5bfd51ab-ffad-42b9-b343-facf93d908b2,2C3CDZFJ3FH432239,Mercedes-Benz,CLS-Class,2011,Fuscia
66dd19b3-45a1-4693-9187-4c4dd47c84cb,TRUTC28NX21863309,Volkswagen,Jetta,1991,Pink
193ca3c9-567a-480a-876c-5360ea385deb,3D4PG6FV2AT441250,Chevrolet,Cavalier,2001,Violet
d92f4625-5061-424f-aa90-309e236ca7b5,5FRYD3H24GB486210,Volvo,V70,2006,Orange
a48540a7-b9ad-4a0b-a734-af40f0bc1b8a,2C4RRGAG2ER447802,Hyundai,Sonata,2013,Aquamarine
0706c519-f2ae-4076-843a-0d537f6cf31f,YV1672MC5AJ947143,GMC,Suburban 1500,1993,Violet
80cc90a0-fed3-4be9-8018-07f48903c9d2,5UXFE43548L906056,Ford,F150,2011,Pink
2b30d4c1-0505-404f-b546-1adfe21093dd,1GD12ZCG9BF100296,Mercedes-Benz,300SL,1992,Orange
aa4f3eec-a31c-4eef-a6a5-7167442da28e,3GYFNAE35DS517873,Mercedes-Benz,SLK-Class,1999,Orange
b4bdd5e8-08a8-4fd0-ad7f-eb00d4e06ea4,JN1CY0AP4AM932359,Oldsmobile,88,1997,Maroon
9c8ae249-092c-462d-90a9-001df2466f98,5XXGM4A70CG637527,Mercedes-Benz,400E,1993,Turquoise
641afd6e-a2c5-44dc-abec-9e96c6c1adad,WAUNF98P18A184703,Ford,E-Series,1987,Aquamarine
8cd026ac-8529-460e-be08-4f2c137e4b47,WBAPM7G5XAN985020,Ford,Explorer Sport Trac,2008,Red
fece4fb9-7559-4431-88b7-92296b7d88fa,WAUDF98E76A529613,Mercury,Grand Marquis,2000,Blue
eda7d721-be2d-42e1-80ac-dfb634ac5ce0,WAUPL58EX4A528225,MINI,Cooper Countryman,2011,Mauv
36cef658-502d-4de6-9202-283053aa3cad,WAU4FAFLXAA968428,Subaru,Impreza,1993,Crimson
ee634db0-6def-4e65-9e43-7274c6a0b872,KNDPB3A2XB7900750,Infiniti,J,1994,Green
803dd02d-6f73-4941-9307-23166aaf5f20,SALWR2TF0FA430912,Ford,E150,2011,Purple
be616aad-dae5-4399-9ede-42b13d9da873,2C4JDGAG0CR461643,Dodge,Dakota Club,2005,Purple
229ef005-862e-4d92-af98-e21257dda6ac,19UUA8F25CA865567,Honda,CR-V,2004,Yellow
46299835-e79e-45e8-8308-e714c52f3c45,5GADV23L86D977992,GMC,Sierra 2500,2001,Yellow
28f1b9ed-d75d-47e4-9981-a36810857022,1G6KE57Y42U201286,Toyota,T100 Xtra,1995,Red
57b77779-1b40-422d-a670-1e57e6ff284c,WAUHF78P77A850205,Kia,Rondo,2007,Turquoise
bb2aa922-7f13-4a3f-b622-39902f24bd4a,WBA4B3C52FD620903,Nissan,Altima,2011,Teal
931dd86e-a84f-46fc-8dc9-5d5bb3325ac9,5UXFG2C51CL971180,Ford,F150,2008,Teal
9cd55ea3-b048-4da2-a3e4-2b045ec66099,3C3CFFJH4FT612897,Lexus,LS,2001,Crimson
6f199400-c8ce-4994-8a39-ac13a5ef784e,WVWAA7AJ1BW486139,GMC,Savana 2500,2002,Orange
824b4955-3129-4774-89cb-235d95158887,KMHTC6AD5CU804537,Mercury,Cougar,1987,Puce
ffb68ccd-e794-46d3-ae11-882af96a2b03,1FMEU7EE8AU642119,Jeep,Patriot,2011,Yellow
b1e106be-72d0-4b04-86d2-b9a013bb9834,1HGCR2E70DA163950,Ford,Mustang,1989,Aquamarine
737c48ba-20e8-4ff0-ac98-6c729af1edec,3FADP4AJ8EM951228,Toyota,Celica,2002,Orange
4033f713-7028-4e10-a6b7-a3ff08627c48,WBA3A5G5XEN930830,Subaru,XT,1986,Crimson
2b3288a7-ddc3-4002-9622-457429bf3a92,WAUKH78E47A271672,Mazda,Protege,2000,Green
6c575fed-76d0-4ab0-b757-941fad0b9b09,1GKS2GEJ3DR347079,BMW,7 Series,2006,Indigo
6c51b19d-bd10-497a-8cad-3836afa0cb18,WAUDG74F29N559955,GMC,Sierra 1500,2000,Orange
7f93ca35-2244-4135-8aa4-6e0f15f2e162,WAUBH74F57N747662,Pontiac,Grand Am,1987,Teal
1e685089-e859-49b3-94af-dd673f349509,1GYFK43529R938314,Lincoln,LS,2005,Fuscia
401334f8-016b-4aab-9514-7754fdb79c3e,4T1BF1FK5CU539020,Dodge,Ram Van 1500,1999,Blue
cf76dc99-0f05-44bc-b8d1-398f46fa5221,WAUUL78E27A445262,Volkswagen,Eurovan,1999,Khaki
ae7e1fe0-18d5-4359-be71-779e66347f98,WAUKD98P19A684757,Toyota,Tacoma,2003,Violet
40c251e8-e6ab-4336-9ec1-23b64b521fab,3N6CM0KN6DK237534,Ford,Explorer Sport Trac,2008,Teal
3c3f3da2-2ecc-426f-aa43-437221f64b62,5TFCY5F1XCX972090,Mazda,B-Series,2001,Red
3e7d4f0c-76d3-47a5-bb7a-d46ff2d7db33,WVGAV3AX3DW448170,Mitsubishi,3000GT,1999,Purple
5a3ededb-41af-4720-b1a4-a0b409a11102,3C63DRAL3CG348834,Volkswagen,GTI,1987,Teal
dd803e2c-f850-4392-b45c-17fd1df838a8,1G6DV8EPXE0219727,Ford,Ranger,2011,Goldenrod
30403af7-48b2-46d4-be16-be2189348093,TRUUT28N821145097,Cadillac,Seville,1998,Teal
55186ab9-2e55-47d7-aefb-1d2b1fc6510f,5UXFA53592L490045,Lamborghini,Diablo,1997,Maroon
8643e0c3-a193-4a12-b768-a51943d4458f,3VW507ATXEM979583,Pontiac,G6,2007,Teal
6014042f-b3a4-4c11-9885-95b5c7c7b9e8,KMHTC6AD4FU819230,Toyota,Venza,2011,Blue
d7ae1f07-7c2e-4919-ad3c-f644829bb545,1G4GC5GC6BF874304,Dodge,Dakota,2010,Green
d1cffc2a-6bc2-4166-b442-059eebac0af7,JN8AF5MR4FT552489,Dodge,Ram 2500,2009,Puce
8a5d67f3-83d8-42a3-8a05-84a3c54d0cdd,KMHTC6AD5DU450150,Chevrolet,Cavalier,1997,Teal
51c58caa-a755-4089-ba53-eeb1531ed9d3,1D7RV1GT5BS396678,Hyundai,Veloster,2013,Teal
e19dea67-963b-4e59-bc9f-ef8516f2dd99,WAUGL78E68A660061,Volvo,C30,2009,Puce
c49de47b-8e68-4c6f-9213-d913d69961c5,JN1BJ0HR0FM577754,Plymouth,Voyager,1998,Goldenrod
174639bd-c369-4628-92d1-6bb4669d4ec8,WDBSK7BA9CF274945,GMC,Sierra 1500,2003,Maroon
7da1a00d-e8ae-436a-8aeb-e1a72e5f6568,1FTMF1E81AK682734,Dodge,Ram Van B250,1992,Pink
c96b3350-ed59-4228-8044-b8718673ef64,WAULT64B04N383253,Oldsmobile,LSS,1999,Blue
6113043c-efaf-448b-b64a-efed1c44809f,WVGFF9BP0BD921908,Ford,F150,2010,Teal
5a6838af-ba12-4cb6-ad84-88944c809182,1G6DF8EY3B0607612,Mitsubishi,Montero,1997,Green
3734377c-b7ff-4c66-aa8a-01b84364b9fb,JM1NC2LFXF0634501,Saab,9-5,2005,Green
1a2101a4-7b12-4c5a-a782-adffc8e39221,WBAYF4C5XFG530375,Volkswagen,Golf,1985,Yellow
b5fba52f-2b0d-4fa9-9bf4-8324372ce37a,WAUXD68D51A559260,Jaguar,S-Type,2005,Puce
4e33dabe-dd6a-4083-bb84-33d0d6a08514,3N1CN7AP4EL039495,Ford,Probe,1994,Crimson
d28c3d2c-e61d-4b68-9424-c8d0bb634694,WAUJFAFH8BN615436,Nissan,Maxima,2000,Teal
f8f509bb-1154-4124-a6e8-e9d06a254735,WVGAV7AX3AW896265,Mazda,Mazda3,2007,Aquamarine
70bd7970-5dba-42ed-b313-553a95169a92,4A31K2DF1BE905293,Maserati,430,1989,Pink
96d15598-2789-4eaf-9284-44aaa54fc9d6,4T1BF3EK9AU418226,Volvo,S80,2007,Indigo
e7ff9e48-3592-459b-85d3-91f953605c97,JTHBL5EF2C5672805,Ford,Aerostar,1993,Blue
b0eb912f-5fc7-4cec-b548-baf79bef39cb,1GYFK43898R833469,Mitsubishi,Mirage,1995,Indigo
36862b9d-16f5-4c63-8a42-52bbf103c474,4T1BF1FK1CU537314,MINI,Countryman,2011,Red
4f636cde-5c15-40ad-933d-f824173de3f6,WAUGFAFC7DN872668,Daewoo,Lanos,2001,Teal
8bc4dee1-f05f-4810-88e6-8390a414b641,2HNYD28887H079236,Chevrolet,Silverado 3500,2009,Mauv
66994cd4-ae5f-4a98-8ca9-6bbdc26b16ec,1D4SD6GT4BC783974,Porsche,911,1997,Red
6244398e-c627-4875-9689-948cdeedd665,1YVHZ8BH0A5054651,Chevrolet,Cobalt,2008,Orange
6e3023ee-5303-4550-b6e2-c14b3f64d38f,JTDKN3DU3F0838184,BMW,X5,2009,Mauv
8e955d44-2766-4e33-a0d3-4f6460fb96e9,JN1BJ0HR6FM664493,Ford,Fusion,2013,Green
547e88a6-441a-48c2-aaed-e7bf0e89018d,WA1DKAFP4BA649572,Lincoln,Navigator L,2008,Indigo
2451cd99-8616-4639-a8f5-1ae5b282f24e,1G6DD8E37E0627490,Dodge,Challenger,2008,Fuscia
8a3c823d-600f-4c47-9ce9-837876f00b75,WBANU53538C935289,Porsche,911,2011,Teal
a2f8a37e-1dc3-499e-a0ca-9414a9be6696,KNAFZ6A3XF5205801,Saturn,L-Series,2002,Aquamarine
014c3578-2a09-4539-aedb-466cac592cf8,1G4HR54K24U883773,Honda,Odyssey,1997,Indigo
5f94a783-23a2-49a0-a5f3-ff066573fbbd,JM1BL1K5XB1972796,Infiniti,QX56,2012,Mauv
f6b63ab9-600f-415f-b7a2-670d9c8e5f77,1ZVBP8AM6C5097388,Chevrolet,Suburban 1500,2001,Mauv
b1a0220e-5fd0-47c7-9b33-69ccb047057e,WBAEV33495K351795,Mazda,Mazda3,2007,Turquoise
d07e0803-b434-4224-8a03-5cb6e1b88fd1,JA32X8HW3EU135662,Toyota,Celica,1984,Fuscia
90917ecf-c92f-44bf-b6bd-dde534036610,3C3CFFFH8CT990984,Dodge,Magnum,2005,Teal
452655d9-9edf-4cf9-b3f1-0ebf90765ea0,2T1BU4EE2DC470387,Toyota,Paseo,1994,Khaki
c51e9a54-7210-4857-b06e-97dc8543148b,3C63DPGL8CG437357,Mazda,B-Series,1999,Orange
57dd2d50-50bc-431e-8467-3f332023f04c,5UXFH0C52AL205747,Dodge,Ram Van 2500,1996,Turquoise
4d45809f-d4ea-4984-b292-5dd814481bb5,WBA3N7C56EK221240,Hyundai,Santa Fe,2004,Fuscia
a858f294-bc76-43d1-964a-c98fb9b2e354,WBADX7C57CE139088,Volkswagen,rio,2002,Orange
5ff2405c-16d3-4c8b-89f3-ae15126e6e1d,WBAAZ33443P264986,Volkswagen,Golf,2002,Goldenrod
50cbf790-6f74-4f0c-86be-566d42cb2ffa,1G6KD57Y75U564785,GMC,Savana 2500,2003,Indigo
cc2d00ca-b3ae-4067-92b1-b0f0ff7d2046,1N6AF0KX0FN490249,Mazda,CX-9,2007,Indigo
1cbc0205-0e83-4c65-b5a3-ac171e614589,WBAVB73588K687824,Mitsubishi,Mirage,1987,Goldenrod
dc8c7160-5863-4808-aa17-42e9f1e53da4,WBAYB6C52FG583384,GMC,Savana 1500,2009,Pink
2b6ab17b-ca54-4a25-9911-33f1f659bfcc,1GD02ZCGXBZ290894,Mercedes-Benz,SL-Class,2005,Khaki
c23d76a5-e380-4a4b-af69-4452e000bd94,3N1CN7AP3EL973714,Volkswagen,New Beetle,2003,Goldenrod
4a309ccc-d672-4e12-8e43-7d25785ba6de,1G6DS57V580109403,Mercedes-Benz,CL-Class,2000,Fuscia
8d23a325-8438-4253-876c-78531ad4453a,JN1CV6AP2AM768671,Mazda,MPV,1995,Goldenrod
b00cc50b-9d4a-4651-b2e2-cde3f0c42449,WAU4FAFR2DA420447,Saturn,S-Series,2001,Crimson
6fd397f3-4ad3-4469-a1d0-f32af536027c,YV126MFD2F2650237,Lincoln,Town Car,1995,Maroon
d5e9da80-00ed-4778-9126-ad3c6ad6edf1,3VW467AT7CM288079,Volkswagen,Eurovan,2002,Turquoise
c941707f-1207-4163-a253-8b6c619e36c4,SCFBB03C89G057562,Toyota,RAV4,2010,Blue
651296ce-91b4-46d7-901d-13eb3b159cc6,WAU4GBFBXAN539762,Nissan,370Z,2009,Khaki
50ceb4f6-2dc8-4bc6-8d22-062dab04b87b,2C3CDXJG4FH256639,Buick,Regal,2002,Fuscia
7edc6efe-4ae8-4d1d-8d7d-90d2d0abe8c3,JM1DE1HY3B0522093,Mercedes-Benz,S-Class,1990,Violet
36e00126-d5d6-460f-911e-3ee3ac8582e9,5FRYD4H21GB551021,Mercury,Mariner,2010,Aquamarine
92c54683-3aa2-4474-b784-567862d35e84,1C6RD6PT4CS029662,Jeep,Commander,2007,Indigo
9d125d66-8bde-44ec-bfb5-98b084278a95,1B3BD2FB0BN108613,Dodge,Stratus,1998,Red
14e2717b-0bfe-47bd-a8a8-cb0f03f01bf3,WAUXF98K49A374834,Pontiac,GTO,1967,Red
f41f2aeb-88ff-4897-95e9-85e0a9c3a369,4T3BA3BB4AU813599,Lotus,Esprit,2004,Purple
18323168-2e74-4783-a738-01d8d4b75cc7,1HGCP2E74CA950694,GMC,Canyon,2004,Puce
b4fa4aaf-69f0-46f2-8233-aa3aff92329b,WBAYA8C53FG560775,Ford,Focus,2003,Purple
c80a5261-7e65-4329-9eef-35d67ff3aa6c,2G4G05GV7B9335662,Isuzu,Trooper,2000,Teal
f9ab09de-81e5-4174-a0af-aab418099a2f,19UUA9F56EA093888,Subaru,Forester,2010,Mauv
48b33b75-6677-497d-ae5d-cdfe581d3a7c,KMHHT6KD4CU401296,Lotus,Elise,2005,Purple
cc682555-301a-4a70-9cfc-63682c730b24,5XYZG3AB2BG488935,Maserati,Biturbo,1987,Goldenrod
45149e4c-05c2-4478-b906-fb6d5f9af971,1N6AF0KX6EN408619,Saab,9-3,2003,Maroon
73b75417-878c-406a-9271-71c5f55361b3,5N1AN0NUXBC556136,Volvo,XC90,2009,Purple
f0711d1b-2a8b-4be0-a133-0c0f531adaa3,JN8AE2KP1D9323300,Hyundai,Equus,2012,Khaki
96e7d67a-7460-4c0a-b9fc-95d60d331ba4,1FTNF1E89AK386316,Scion,xA,2004,Purple
bd72d289-a259-4afb-923f-2ff27fd3f6f1,WAUCKAFR5AA337601,Mitsubishi,Galant,1993,Green
33e0573f-ef05-405d-9761-b222dede2c1a,3D7JB1EPXAG166491,GMC,Yukon,1998,Orange
41d7e97d-dcb9-45e8-a69e-dd4d026fbe44,4T1BF1FKXDU817332,Honda,Ridgeline,2010,Goldenrod
444af2d8-08e6-4f5b-9d95-cfd1131621c2,NM0KS7DN4AT306035,Ford,F250,1992,Pink
1a504209-34e0-43c2-b3c9-a3fd4c94f36c,WAUBFAFL8EA328943,Toyota,Tacoma Xtra,1995,Teal
bffd7fee-0997-4ba5-8142-30ebc7c20201,3GYFNBE35FS318704,Chevrolet,Suburban 2500,2012,Indigo
4b8db544-d4f9-4f7c-b2f9-5ad55159c17e,WAUFFAFL4AN868200,Chevrolet,Impala,2004,Red
36c47e42-40ca-4a4f-8a94-fb6da1c35cfb,1D7RV1GP1AS975801,Chrysler,Town & Country,1997,Maroon
7ffb2717-1285-44b1-b303-74902eff29b5,1D7CE2BK9AS783629,Dodge,Ram Van B150,1993,Pink
d9a10e51-72a8-467e-8a40-e0c5cf965733,1N4AL3AP3DC783107,Volkswagen,GTI,1986,Violet
6ffe80a1-43bc-4093-a25d-02bca3d2fed2,WBAPK7G50BN541362,Plymouth,Laser,1992,Aquamarine
1427f45b-30ef-4882-a3ff-8d8844845d81,2C3CK5CV0AH041791,Audi,S4,2000,Fuscia
3c57d54f-0236-4719-a1c7-75b6ea2b553b,5GAKRBED8CJ365693,Mazda,B-Series,2005,Puce
e1a63414-e111-437c-9c2e-1f8b84f37bfe,WDDPK5HA4FF734672,Chrysler,PT Cruiser,2001,Teal
a6bfda98-143f-4bc5-b0ff-0926f518b267,JN1EY1AP8DM065146,Land Rover,Freelander,2008,Puce
ef2e065d-ce50-41b2-947d-d9fc426da3b9,JN8CS1MU4FM363790,Mercury,Cougar,1997,Red
72a1984b-42ed-4009-8f36-a32ec1d5d47f,3C6JD7CT8CG900501,Porsche,924 S,1987,Orange
2f15f9bb-5ce8-4651-8fb8-1a7a7c9b8a21,JH4DC54835S764523,Buick,Roadmaster,1995,Goldenrod
5c972b6d-d542-44a4-af9c-06a2356f903d,JH4DC54812C705170,Oldsmobile,88,1996,Violet
85908cfc-22f4-4f49-a534-723b9b362a52,WA1DGBFEXBD446285,Isuzu,Amigo,1994,Orange
cf645e62-d010-49cf-a8bd-97835cefe01a,3N1AB6AP4BL560531,Ford,F350,2009,Pink
e02dc9b1-b0c5-4584-894a-926e51ad4e02,WDDHF0EB5EA930804,Honda,CR-X,1985,Khaki
5c1509b6-9c0a-4599-83ef-574eff410048,YV4902DZ8C2348615,Jaguar,XJ,2009,Goldenrod
4421bf7a-841a-4387-8562-6d3b505605bf,WBAUN7C55CV110906,Honda,Civic,1998,Yellow
ef20b783-acf1-4db8-9d01-a0db62063dac,WDDUG7GB9FA556717,Dodge,Ram 3500,2007,Purple
b634ee2d-57b2-4472-a595-160a150b5ae3,WBAGH03431D286164,Saab,900,1986,Violet
f53399bd-98ff-43c9-99e3-dbe1cbcc8538,3GYT4LEFXBG515340,Jaguar,XJ,2006,Crimson
52432fd0-1665-48fd-b9a4-f5bbf8e3f7c9,1GD01XEG9FZ965497,Pontiac,Firebird,1999,Teal
7b60a97f-4724-434a-a20d-6df4c598d9cd,TRUDD38J381851497,GMC,Yukon XL 2500,2002,Violet
d68bb21d-b17a-4e22-b281-c307791bd44e,1N6AD0CW3EN431108,Acura,RL,2008,Purple
a0f9e848-2f07-4693-9fe6-e14040857c32,WAU2MAFC2EN021959,Chevrolet,Silverado 1500,2010,Yellow
0448eaed-12c3-4396-95ae-a754313575d0,WBAWV135X8P927693,Infiniti,FX,2006,Red
14623797-dca4-43f6-a0a1-f8781ddbe9b9,WBADS33483G755353,Volkswagen,Passat,2004,Pink
b7630bab-9ca0-4e0d-80ee-eab2c453ea6a,1G6AT5S30F0924885,Chevrolet,Express 2500,2008,Crimson
53160a49-324b-4500-95e4-71f0e558d1d3,SCBLC47J47C556477,MINI,Cooper,2008,Blue
9764663d-62f8-4abe-bb0b-b2b109915d5d,JH4KB16308C903901,Porsche,Cayenne,2006,Mauv
d6eef76d-e39e-490f-bf2a-9d7645f9dd70,2HNYB1H20AH393028,Chevrolet,Blazer,1993,Turquoise
4ba59a58-758e-4bba-be1e-085c3d3cee2b,1FMJK1H57CE429608,Land Rover,Discovery,2006,Khaki
ebebe44b-adae-4142-90d9-b8599a610588,1GYS4AKJ5FR238093,Toyota,Tundra,2002,Blue
fe406456-0317-40b7-b81e-5393567ec574,WBABS53482E421630,Ford,E250,2003,Teal
d42c6913-ef4a-4715-8275-87d1c9f02d15,2LMHJ5AT0FB859585,Lexus,IS,2009,Indigo
21e849fa-6ac3-49a5-8558-2c16710e4093,2C3CA1CV5AH084115,Chevrolet,Beretta,1995,Violet
6d36fd5b-1f16-4f9e-a120-71b2184e2be1,1GYFC13269R293118,Chevrolet,Express 1500,2006,Crimson
f09c5dbd-1b36-4881-8181-7b94b572739e,WAUEV94FX7N786474,Chevrolet,S10,1992,Green
2e960f0f-9cd5-4c1a-999c-f302878a58a9,2T1BPRHE5EC280035,Toyota,Avalon,2006,Orange
dba01ab6-d091-4c43-b41a-f4cc77c9d566,JTDKDTB39C1993552,Lincoln,Aviator,2005,Indigo
3115b6c3-af18-4511-9598-49c4405758f1,1G6AJ5S33D0526024,Lotus,Elan,1993,Blue
b1248a2e-5606-412f-aa20-cc3a41cff283,JHMZE2H74ES550382,Nissan,Altima,2006,Aquamarine
5c59168d-f4b5-455d-9950-afeb0739c5b4,5GADX23L35D782195,Honda,CR-V,2002,Fuscia
4cf13de3-2a08-44ba-ac99-79a41d686de0,1FTEX1E81AK320985,GMC,2500 Club Coupe,1995,Violet
5bd1210c-6994-4e39-9394-8e2a70027398,JN1AZ4EH6CM608878,Cadillac,Brougham,1992,Violet
6db42f13-338d-4cbd-9c9f-991282623782,1G6KD57YX7U149933,GMC,2500 Club Coupe,1994,Teal
609f1916-2330-4f99-8688-dcd8349488f2,SCFBF03B97G869736,Ford,F-Series Super Duty,2010,Orange
7727c6d5-ba56-4dd1-9f12-df696f59ca54,2C4RDGEG8FR010722,Hyundai,Santa Fe,2003,Violet
0df008a7-619d-4490-a928-ba0175ada204,3N1AB6AP2AL945360,Mitsubishi,L300,1987,Khaki
8155740b-47d6-4bba-8d8b-411a79eb1b08,WBXPC9C43AW117615,Mazda,Tribute,2010,Red
07bda453-52d0-4b33-8d87-83a2743ddaac,JTHBP5C24A5830272,Lincoln,Continental Mark VII,1989,Red
8fd44e91-93de-4381-9289-d8e80b68a4de,1N4AB7AP4EN523282,Jaguar,XK Series,1997,Crimson
a94e4e9b-3280-4af1-826b-bc907311ee99,1C3BCBGG3CN499533,Audi,S8,2001,Aquamarine
9c4582b2-b175-421d-9a5d-81512af0ebfd,1FT7W2A64EE035062,Porsche,928,1988,Purple
0604dd51-8895-4f44-86d2-62ab7c5ef7f9,1G4GA5GR3FF896485,Volkswagen,Jetta,1984,Goldenrod
7f20fdc5-2ec0-402f-83bc-fb240593257f,WAUMGAFL3CA479112,Bentley,Azure,2007,Goldenrod
f7a2e92f-28f2-4575-b926-b04c39948fb8,3D73Y4EL4AG639680,Mercedes-Benz,S-Class,1999,Crimson
bf78649a-1579-4625-9c65-cb28b2a00aab,WBA3A5C50CF621297,Audi,A6,2004,Indigo
